volcano_number;volcano_name;primary_volcano_type;country;region;subregion;elevation;tectonic_settings;evidence_category;major_rock;population_nearby
322110;Newberry;Shield;United States;Canada and Western USA;USA (Oregon);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
322170;Diamond Craters;Volcanic field;United States;Canada and Western USA;USA (Oregon);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
322190;Jordan Craters;Volcanic field;United States;Canada and Western USA;USA (Oregon);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
324010;Black Butte Crater Lava Field;Shield;United States;Canada and Western USA;USA (Idaho);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
324020;Craters of the Moon;Pyroclastic cone(s);United States;Canada and Western USA;USA (Idaho);high;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
324040;Hell's Half Acre;Shield;United States;Canada and Western USA;USA (Idaho);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
214020;Kazbek;Stratovolcano;Georgia;Mediterranean and Western Asia;Western Asia;high;Intraplate / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
285034;Kuttara;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Hokkaido;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;alot
285040;Shikotsu;Caldera;Japan;Japan, Taiwan, Marianas;Hokkaido;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
285031;Niseko;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Hokkaido;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
285032;Yoteizan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Hokkaido;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
285020;Hokkaido-Komagatake;Stratovolcano;Japan;Japan, Taiwan, Marianas;Hokkaido;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
285030;Toya;Stratovolcano;Japan;Japan, Taiwan, Marianas;Hokkaido;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
305050;Longgang Group;Pyroclastic cone(s);China;Kamchatka and Mainland Asia;China (eastern);medium;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;alot
322160;Crater Lake;Caldera;United States;Canada and Western USA;USA (Oregon);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;few
324030;Wapi Lava Field;Shield;United States;Canada and Western USA;USA (Idaho);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
283290;Osorezan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
285011;Esan;Lava dome(s);Japan;Japan, Taiwan, Marianas;Hokkaido;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
285010;Oshima-Oshima;Stratovolcano;Japan;Japan, Taiwan, Marianas;Hokkaido;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
305060;Changbaishan;Stratovolcano;China-North Korea;Kamchatka and Mainland Asia;China (eastern);high;Intraplate / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;few
323010;Shasta;Stratovolcano;United States;Canada and Western USA;USA (California);high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
323020;Medicine Lake;Shield;United States;Canada and Western USA;USA (California);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
214090;Porak;Stratovolcano;Armenia-Azerbaijan;Mediterranean and Western Asia;Western Asia;high;Intraplate / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
283271;Towada;Caldera;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
283280;Hakkodasan;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
283270;Iwakisan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
211010;Campi Flegrei;Caldera;Italy;Mediterranean and Western Asia;Italy;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;alot
211020;Vesuvius;Stratovolcano;Italy;Mediterranean and Western Asia;Italy;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Phono-tephrite /  Tephri-phonolite;alot
211030;Ischia;Complex;Italy;Mediterranean and Western Asia;Italy;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;alot
323080;Lassen Volcanic Center;Stratovolcano;United States;Canada and Western USA;USA (California);high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
261050;Telong, Bur ni;Stratovolcano;Indonesia;Indonesia;Sumatra;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
261030;Peuet Sague;Complex;Indonesia;Indonesia;Sumatra;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
351021;Santa Isabel;Shield;Colombia;South America;Colombia;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
351030;Tolima, Nevado del;Stratovolcano;Colombia;South America;Colombia;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
351020;Ruiz, Nevado del;Stratovolcano;Colombia;South America;Colombia;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
214080;Vaiyots-Sar;Pyroclastic cone(s);Armenia;Mediterranean and Western Asia;Western Asia;high;Intraplate / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;alot
213040;Ararat;Stratovolcano;Turkey;Mediterranean and Western Asia;Turkey;high;Intraplate / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
213030;Tenduruk Dagi;Shield;Turkey;Mediterranean and Western Asia;Turkey;high;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
283240;Iwatesan;Complex;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
283250;Hachimantai;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
283230;Akita-Komagatake;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
283220;Chokaisan;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283260;Akita-Yakeyama;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283262;Megata;Maar(s);Japan;Japan, Taiwan, Marianas;Honshu;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
382001;Flores;Stratovolcano(es);Portugal;Atlantic Ocean;Azores;low;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;quite alot
382040;Graciosa;Stratovolcano;Portugal;Atlantic Ocean;Azores;low;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;quite alot
213020;Nemrut Dagi;Stratovolcano;Turkey;Mediterranean and Western Asia;Turkey;high;Intraplate / Continental crust (>25 km);Eruption Observed;Rhyolite;few
213010;Erciyes Dagi;Stratovolcano;Turkey;Mediterranean and Western Asia;Turkey;high;Intraplate / Continental crust (>25 km);Eruption Dated;Dacite;quite alot
213004;Acigol-Nevsehir;Caldera;Turkey;Mediterranean and Western Asia;Turkey;medium;Intraplate / Continental crust (>25 km);Eruption Dated;Rhyolite;alot
211040;Stromboli;Stratovolcano;Italy;Mediterranean and Western Asia;Italy;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachyandesite / Basaltic Trachyandesite;quite alot
283200;Naruko;Caldera;Japan;Japan, Taiwan, Marianas;Honshu;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Rhyolite;alot
283190;Zaozan [Zaosan];Complex;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283210;Kurikomayama;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
211042;Lipari;Stratovolcano(es);Italy;Mediterranean and Western Asia;Italy;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Rhyolite;alot
211050;Vulcano;Stratovolcano(es);Italy;Mediterranean and Western Asia;Italy;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;quite alot
210040;Calatrava Volcanic Field;Pyroclastic cone(s);Spain;Mediterranean and Western Asia;Western Europe;medium;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;alot
382020;Pico;Stratovolcano;Portugal;Atlantic Ocean;Azores;high;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;few
382010;Fayal;Stratovolcano;Portugal;Atlantic Ocean;Azores;medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
382050;Terceira;Stratovolcano(es);Portugal;Atlantic Ocean;Azores;medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
327050;Black Rock Desert;Volcanic field;United States;Canada and Western USA;USA (Utah);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;quite alot
212020;Methana;Lava dome(s);Greece;Mediterranean and Western Asia;Greece;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283160;Bandaisan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
283180;Azumayama;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283170;Adatarayama;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
211060;Etna;Stratovolcano(es);Italy;Mediterranean and Western Asia;Italy;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;few
283151;Numazawa;Shield;Japan;Japan, Taiwan, Marianas;Honshu;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;few
283150;Nasudake;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
306030;Ulreung;Stratovolcano;South Korea;Kamchatka and Mainland Asia;Korea;low;Intraplate / Continental crust (>25 km);Eruption Dated;Trachyandesite / Basaltic Trachyandesite;quite alot
382090;Agua de Pau;Stratovolcano;Portugal;Atlantic Ocean;Azores;low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachyte / Trachydacite;few
382100;Furnas;Stratovolcano;Portugal;Atlantic Ocean;Azores;low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachyte / Trachydacite;quite alot
382081;Picos Volcanic System;Pyroclastic cone(s);Portugal;Atlantic Ocean;Azores;low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachybasalt / Tephrite Basanite;alot
382080;Sete Cidades;Stratovolcano;Portugal;Atlantic Ocean;Azores;low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachyte / Trachydacite;quite alot
323150;Mammoth Mountain;Lava dome(s);United States;Canada and Western USA;USA (California);high;Rift zone / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;quite alot
323120;Mono-Inyo Craters;Lava dome(s);United States;Canada and Western USA;USA (California);high;Rift zone / Continental crust (>25 km);Eruption Dated;Rhyolite;few
323160;Ubehebe Craters;Maar(s);United States;Canada and Western USA;USA (California);low;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
327040;Markagunt Plateau;Volcanic field;United States;Canada and Western USA;USA (Utah);high;Rift zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;few
212050;Nisyros;Stratovolcano;Greece;Mediterranean and Western Asia;Greece;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite;few
212040;Santorini;Shield(s);Greece;Mediterranean and Western Asia;Greece;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite;quite alot
212030;Milos;Stratovolcano(es);Greece;Mediterranean and Western Asia;Greece;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Rhyolite;quite alot
283141;Nantaisan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
283143;Takaharayama;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
283142;Omanago Group;Lava dome(s);Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;few
283131;Hiuchigatake;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283140;Nikko-Shiranesan;Shield;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283100;Myokosan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
283122;Harunasan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
283031;Yokodake;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
283090;Niigata-Yakeyama;Lava dome;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283120;Kusatsu-Shiranesan;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
283110;Asamayama;Complex;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283060;Norikuradake;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
283080;Midagahara;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283070;Yakedake;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283050;Hakusan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
323170;Golden Trout Creek;Volcanic field;United States;Canada and Western USA;USA (California);high;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
329010;Uinkaret Field;Volcanic field;United States;Canada and Western USA;USA (Arizona);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;few
304030;Kunlun Volcanic Group;Pyroclastic cone(s);China;Kamchatka and Mainland Asia;China (western);high;Intraplate / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;quite alot
232010;Damavand;Stratovolcano;Iran;Middle East and Indian Ocean;Middle East (western);high;Intraplate / Continental crust (>25 km);Eruption Dated;Trachyandesite / Basaltic Trachyandesite;few
283020;Hakoneyama;Complex;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;alot
283030;Fujisan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
283040;Ontakesan;Complex;Japan;Japan, Taiwan, Marianas;Honshu;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
283002;Sanbesan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;quite alot
329020;San Francisco Volcanic Field;Pyroclastic cone;United States;Canada and Western USA;USA (Arizona);high;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;alot
284011;Toshima;Stratovolcano;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;few
284030;Kozushima;Lava dome(s);Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Rhyolite;quite alot
284020;Niijima;Lava dome(s);Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Rhyolite;quite alot
283010;Izu-Tobu;Pyroclastic cone(s);Japan;Japan, Taiwan, Marianas;Honshu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
284010;Izu-Oshima;Stratovolcano;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
284040;Miyakejima;Stratovolcano;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
283001;Abu;Shield(s);Japan;Japan, Taiwan, Marianas;Honshu;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
327812;Red Hill;Volcanic field;United States;Canada and Western USA;USA (New Mexico);high;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
284041;Mikurajima;Stratovolcano;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;few
284050;Hachijojima;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;alot
282130;Yufu-Tsurumi;Lava dome(s);Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
282120;Kujusan;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
306040;Halla;Shield;South Korea;Kamchatka and Mainland Asia;Korea;medium;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
323200;Salton Buttes;Lava dome(s);United States;Canada and Western USA;USA (California);low;Rift zone / Continental crust (>25 km);Eruption Dated;Rhyolite;few
327110;Carrizozo;Pyroclastic cone(s);United States;Canada and Western USA;USA (New Mexico);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
231001;Harrat Ash Shamah;Volcanic field;Syria-Jordan-Saudi Arabia;Middle East and Indian Ocean;Middle East (western);medium;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;alot
284060;Aogashima;Stratovolcano;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;few
282110;Asosan;Caldera;Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
282100;Unzendake;Complex;Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
282091;Fukue;Shield(s);Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;alot
382120;Madeira;Shield;Portugal;Atlantic Ocean;Azores;medium;Intraplate / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;alot
284080;Sumisujima;Submarine;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Dacite;none
284070;Myojinsho;Submarine;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Dacite;none
282081;Yonemaru-Sumiyoshiike;Maar(s);Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;alot
282070;Ata;Caldera(s);Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
282090;Kirishimayama;Shield;Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
282080;Aira;Caldera;Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
284090;Izu-Torishima;Stratovolcano;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;few
282060;Kikai;Caldera;Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Rhyolite;few
282050;Kuchinoerabujima;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
261070;Singkut;Caldera(s);Indonesia;Indonesia;Sumatra;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
261080;Sinabung;Stratovolcano;Indonesia;Indonesia;Sumatra;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
282043;Kuchinoshima;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;low;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Andesite / Basaltic Andesite;few
282040;Nakanoshima;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;few
282030;Suwanosejima;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;few
383060;Lanzarote;Fissure vent(s);Spain;Atlantic Ocean;Canary Islands;low;Intraplate / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;alot
282021;Yokoate-jima;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;few
383010;La Palma;Stratovolcano(es);Spain;Atlantic Ocean;Canary Islands;high;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Trachybasalt / Tephrite Basanite;few
383030;Tenerife;Stratovolcano;Spain;Atlantic Ocean;Canary Islands;high;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Phonolite;none
231020;Uwayrid, Harrat;Volcanic field;Saudi Arabia;Middle East and Indian Ocean;Middle East (southern);medium;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
282020;Io-Torishima;Complex;Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;none
383020;Hierro;Shield;Spain;Atlantic Ocean;Canary Islands;medium;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Trachybasalt / Tephrite Basanite;alot
284100;Kaitoku Seamount;Submarine;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;none
275110;Tengchong;Pyroclastic cone(s);China;Philippines and SE Asia;Southeast Asia;high;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;alot
231040;Lunayyir, Harrat;Volcanic field;Saudi Arabia;Middle East and Indian Ocean;Middle East (southern);medium;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
284110;Kita-Ioto;Stratovolcano;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;few
281032;Tatun Volcanic Group;Lava dome(s);Taiwan;Japan, Taiwan, Marianas;Taiwan;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;alot
284120;Ioto;Caldera;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Trachyandesite / Basaltic Trachyandesite;quite alot
231070;Rahat, Harrat;Volcanic field;Saudi Arabia;Middle East and Indian Ocean;Middle East (southern);medium;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;alot
284131;Minami-Hiyoshi;Submarine;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Trachyandesite / Basaltic Trachyandesite;none
341030;Ceboruco;Stratovolcano;Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
275080;Popa;Stratovolcano;Burma (Myanmar);Philippines and SE Asia;Southeast Asia;medium;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;quite alot
284141;Ahyi;Submarine;United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Dated;Andesite / Basaltic Andesite;none
284140;Farallon de Pajaros;Stratovolcano;United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;none
